Accession,pvalue,log2FC,Gene,Label
Q5VU43-13,0.594886793,0.048816814,PDE4DIP,NO
Q5VU92,0.001898537,0.920513974,DCAF12L1,NO
Q5VUA4,0.745494131,-0.027126133,ZNF318,NO
Q5VV41,0.042106859,-0.273035898,ARHGEF16,NO
Q5VV42,0.307452663,-0.045152378,CDKAL1,NO
Q5VV50,0.020795805,0.19436458,ZNF691,NO
Q5VV67,0.143808731,0.63379149,PPRC1,NO
Q5VVC8,0.039542537,0.071268367,RPL11,NO
Q5VW32,0.027302585,-0.363835098,BROX,NO
Q5VW36,0.000889821,0.849559916,FOCAD,NO
Q5VW38-2,0.094364286,-0.309845401,GPR107,NO
Q5VWG9,0.008749669,-0.499407623,TAF3,NO
Q5VWJ9,0.027302585,-0.681867053,SNX30,NO
Q5VWQ0,0.001443996,-0.721233107,RSBN1,NO
Q5VWQ8,0.004995469,1.561494077,DAB2IP,NO
Q5VWV2,0.003090525,0.349086009,PARD3,NO
Q5VWZ2,0.18386364,0.053387815,LYPLAL1,NO
Q5VY60,0.020451818,0.595215596,HAUS6,NO
Q5VYS8,0.006079444,0.826572171,TUT7,NO
Q5VZ89,0.003103198,0.302856492,DENND4C,NO
Q5VZE5,0.001095292,0.397104861,NAA35,NO
Q5VZK9,0.128318562,0.125410766,CARMIL1,NO
Q5VZL5,0.024399896,-0.165387971,ZMYM4,NO
Q5W0B1,0.008490696,0.718186901,OBI1,NO
Q5W0U4,0.001551265,-0.726134959,BSPRY,NO
Q5W0V3,0.005365116,-1.547815162,FHIP2A,NO
Q5W0Z9,0.001787256,-1.04140394,ZDHHC20,NO
Q5W111,0.00293363,0.644608141,SPRYD7,NO
Q5XPI4,0.011958323,0.344824637,RNF123,NO
Q5XUX1,0.003791447,-1.603011343,FBXW9,NO
Q5Y7D6,0.023978535,0.318812857,HLA-DQB1,NO
Q5ZPR3,0.002235448,-0.507207204,CD276,NO
Q629K1,0.000506975,-0.904233963,TRIQK,NO
Q63HQ0,0.01972307,0.152622679,AP1AR,NO
Q63ZY3,0.029419628,0.223218775,KANK2,NO
Q643R3,0.010088183,0.100913294,LPCAT4,NO
Q64LD2,0.20118356,0.196075496,WDR25,NO
Q658P3,0.064308212,-0.074997501,STEAP3,NO
Q658Y4,0.048956832,-0.130001362,FAM91A1,NO
Q66K14,0.035982229,-0.225180477,TBC1D9B,NO
Q66K64,0.033315194,-0.242413715,DCAF15,NO
Q66K74,0.000497931,1.11310498,MAP1S,NO
Q66PJ3,0.039016397,-0.167061249,ARL6IP4,NO
Q68CP9,0.001161591,-0.755108882,ARID2,NO
Q68CQ4,0.028832724,-0.152796393,UTP25,NO
Q68CQ7,0.140866015,-0.170910387,GLT8D1,NO
Q68CZ2,0.004757973,0.334593343,TNS3,NO
Q68CZ6,0.002238705,0.642200726,HAUS3,NO
Q68D06,0.003771683,1.527966007,SLFN13,NO
Q68D10,0.014716613,-0.438668911,SPTY2D1,NO
Q68D91,0.009428925,-0.171856745,MBLAC2,NO
Q68DH5,0.001495696,-1.507229669,LMBRD2,NO
Q68DK7,0.003954857,0.662227003,MSL1,NO
Q68E01-2,0.014198601,-0.254291948,INTS3,NO
Q68EM7,0.000223258,1.070681571,ARHGAP17,NO
Q69YL0,0.004970781,-0.79169642,NCBP2AS2,NO
Q69YN2,0.427609227,-0.049943339,CWF19L1,NO
Q69YN4,0.915437788,-0.003464741,VIRMA,NO
Q69YQ0,0.002129112,0.352283507,SPECC1L,NO
Q69YU5,0.00587683,-0.545540844,BRAWNIN,NO
Q6AI08,0.024888823,-0.438455637,HEATR6,NO
Q6AI12,0.003392065,0.502737137,ANKRD40,NO
Q6BDS2,0.000164748,0.992972914,UHRF1BP1,NO
Q6DD87,0.003740047,-0.330335401,ZNF787,NO
Q6DD88,0.002350453,0.547586341,ATL3,NO
Q6DKI1,0.159952701,-0.080315379,RPL7L1,NO
Q6DKJ4,0.017845476,-0.324680104,NXN,NO
Q6DKK2,0.002408246,-0.543010186,TTC19,NO
Q6DN03,0.009163778,-0.262313153,H2BC20P,NO
Q6DN90,0.028832724,-0.19821102,IQSEC1,NO
Q6DT37,0.012172065,-0.779952447,CDC42BPG,NO
Q6EEV4,0.008055107,0.768834465,POLR2M,NO
Q6EEV6,0.015137645,0.716047381,SUMO4,NO
Q6EMK4,0.005363063,-0.86880505,VASN,NO
Q6FI81,0.00349107,0.641758276,CIAPIN1,NO
Q6FIF0,0.053363205,0.181340606,ZFAND6,NO
Q6GMV2,0.059825365,0.370623324,SMYD5,NO
Q6GMV3,0.001322436,1.073444793,PTRHD1,NO
Q6GQQ9,0.094229432,0.152408625,OTUD7B,NO
Q6I9Y2,0.011970417,-0.28427795,THOC7,NO
Q6IA17,0.000716329,-1.402276536,SIGIRR,NO
Q6IA69,0.023389071,-0.755897211,NADSYN1,NO
Q6IA86,0.032181638,0.195086011,ELP2,NO
Q6IAA8,0.008490072,-0.245024311,LAMTOR1,NO
Q6IBS0,0.001399368,1.518523448,TWF2,NO
Q6IC98,0.008892113,-0.698330962,GRAMD4,NO
Q6ICB4,0.010211903,1.659810714,PHETA2,NO
Q6ICG6,0.43612972,-0.114552179,KIAA0930,NO
Q6IE81,0.954003884,-0.011163778,JADE1,NO
Q6IN84,0.029026918,-0.151580253,MRM1,NO
Q6IN85,0.027278613,-0.303377609,PPP4R3A,NO
Q6IPR3,0.004792372,0.90857431,TYW3,NO
Q6IPU0,0.01715443,-0.408192525,CENPP,NO
Q6IQ16,0.337186603,-0.155744634,SPOPL,NO
Q6IQ21,0.136902613,-0.137337167,ZNF770,NO
Q6IQ32,0.003735992,-0.566465601,ADNP2,NO
Q6IQ49,0.077995692,-0.08752889,SDE2,NO
Q6ISB3,0.005327914,-1.256152998,GRHL2,NO
Q6JQN1,0.052645339,-0.253625468,ACAD10,NO
Q6MZP7,0.014095985,0.458271502,LIN54,NO
Q6N069,0.000151382,0.405229888,NAA16,NO
Q6N075,0.199480833,-0.124307017,MFSD5,NO
Q6NS38,0.476980656,0.052101587,ALKBH2,NO
Q6NSJ0,0.002710663,-0.9127827,MYORG,NO
Q6NSJ2,0.003873902,-0.266833526,PHLDB3,NO
Q6NSJ5,0.003970344,0.744555931,LRRC8E,NO
Q6NSW5,0.064005488,-0.307429007,DENND10P1,NO
Q6NT55,0.007998434,-0.610525392,CYP4F22,NO
Q6NTF9,0.005516191,-1.845918939,RHBDD2,NO
Q6NUK1,0.018610048,-0.644262009,SLC25A24,NO
Q6NUK4,0.003061108,-0.405289397,REEP3,NO
Q6NUM9,0.018847469,0.207648081,RETSAT,NO
Q6NUN9,0.011077009,0.584421848,ZNF746,NO
Q6NUQ1,0.16777141,-0.073326976,RINT1,NO
Q6NUQ4,0.063363078,-0.143215585,TMEM214,NO
Q6NVY1,0.013212591,-0.376165239,HIBCH,NO
Q6NW34,0.150848598,-0.103621859,NEPRO,NO
Q6NXE6,0.001543601,0.519255771,ARMC6,NO
Q6NXG1-2,0.002823136,-1.546175171,ESRP1,NO
Q6NXT6,0.001325988,-1.611831842,TAPT1,NO
Q6NZI2,0.001032309,2.390866531,CAVIN1,NO
Q6NZY4,0.000161727,0.605152821,ZCCHC8,NO
Q6P087,0.003985378,0.277416345,RPUSD3,NO
Q6P0N0,0.001827519,-0.621340054,MIS18BP1,NO
Q6P158,0.073560406,-0.100411725,DHX57,NO
Q6P161,0.742344721,-0.04104287,MRPL54,NO
Q6P1A2,0.072641189,-0.141833534,LPCAT3,NO
Q6P1J9,0.038287497,-0.129514773,CDC73,NO
Q6P1K2,0.191147208,-0.078130927,PMF1,NO
Q6P1L8,0.056282774,-0.183169971,MRPL14,NO
Q6P1M0,0.138331,-0.097462751,SLC27A4,NO
Q6P1N0,0.001710786,-0.485732539,CC2D1A,NO
Q6P1N9,0.004824488,-0.414905319,TATDN1,NO
Q6P1Q9,0.719346215,-0.034162761,METTL2B,NO
Q6P1R4,0.022356306,-0.38580967,DUS1L,NO
Q6P1S2,0.044874615,-0.328439405,C3orf33,NO
Q6P1X5,0.002346402,0.238447389,TAF2,NO
Q6P1X6,0.105848569,0.099531804,C8orf82,NO
Q6P2C8,0.879819229,-0.007936806,MED27,NO
Q6P2E9,0.083558086,0.079477903,EDC4,NO
Q6P2H3,0.004865027,0.407212357,CEP85,NO
Q6P2P2,0.000352602,0.942193763,PRMT9,NO
Q6P2Q0,0.623758814,-0.07396237,ABCB9,NO
Q6P2Q9,0.025526336,-0.220770453,PRPF8,NO
Q6P3W7,0.015388371,0.583846756,SCYL2,NO
Q6P3X3,0.004021851,0.642335111,TTC27,NO
Q6P444,0.005565671,-0.395152065,MTFR2,NO
Q6P4A7,0.011001569,-0.773865467,SFXN4,NO
Q6P4A8,0.014612629,-0.397631879,PLBD1,NO
Q6P4E1,0.008777155,-0.791202384,GOLM2,NO
Q6P4F2,0.001378722,0.621557972,FDX2,NO
Q6P4H8,0.857549308,-0.030992482,ATPSCKMT,NO
Q6P4I2,0.258678059,-0.323542473,WDR73,NO
Q6P4Q7,0.001143337,-0.977052496,CNNM4,NO
Q6P4R8,0.774357367,0.015683503,NFRKB,NO
Q6P582,0.001170823,0.461541981,MZT2A,NO
Q6P587,0.907240425,0.004260707,FAHD1,NO
Q6P6C2,0.00310292,-0.610035569,ALKBH5,NO
Q6P996,0.043074652,-0.34302406,PDXDC1,NO
Q6P9A2,0.006642848,0.744498787,GALNT18,NO
Q6P9B6,0.001776304,0.320721224,MEAK7,NO
Q6P9B9,0.326635119,-0.077407116,INTS5,NO
Q6PCB0,0.003581617,-2.584362065,VWA1,NO
Q6PCB5,0.119807625,0.075265378,RSBN1L,NO
Q6PCE3,0.002212132,1.726976306,PGM2L1,NO
Q6PD62,0.017321529,-0.184663694,CTR9,NO
Q6PD74,0.006404823,0.602735104,AAGAB,NO
Q6PDB4,0.062170015,0.537955954,ZNF880,NO
Q6PGP7,0.018882936,0.191465051,TTC37,NO
Q6PI47,0.005365116,-1.526096182,KCTD18,NO
Q6PI48,0.014111757,-0.4410019,DARS2,NO
Q6PI78,0.002922181,0.426583247,TMEM65,NO
Q6PII3,0.409915116,0.262447953,CCDC174,NO
Q6PII5-2,0.003003666,-0.633379849,HAGHL,NO
Q6PIJ6,0.008957895,-0.512673948,FBXO38,NO
Q6PIW4,0.918135606,0.004956838,FIGNL1,NO
Q6PJ69,0.007111152,1.067010258,TRIM65,NO
Q6PJF5,0.003747505,-0.863998218,RHBDF2,NO
Q6PJG6,0.254633699,-0.082480519,BRAT1,NO
Q6PJI9,0.096637899,-0.261618885,WDR59,NO
Q6PJT7,0.008238367,-0.213857176,ZC3H14,NO
Q6PJW8,0.326657671,0.091144911,CNST,NO
Q6PK04,0.005648727,-0.519364736,CCDC137,NO
Q6PK18,0.253442846,0.074016392,OGFOD3,NO
Q6PKC3,0.001827519,-0.357977801,TXNDC11,NO
Q6PKG0,0.001322436,0.444042421,LARP1,NO
Q6PL18,0.004781515,-1.314852905,ATAD2,NO
Q6PL24,0.00556263,-0.460676673,TMED8,NO
Q6PML9,0.033329998,-0.4431045,SLC30A9,NO
Q6Q0C0,0.010154363,-0.442092718,TRAF7,NO
Q6QHC5,0.990134757,-0.000387669,DEGS2,NO
Q6QNY0,0.46548971,0.052918396,BLOC1S3,NO
Q6QNY1,0.185508385,-0.149646225,BLOC1S2,NO
Q6R327,0.007790469,0.521244124,RICTOR,NO
Q6RFH5,0.002944591,0.318114409,WDR74,NO
Q6RW13,0.006828074,0.323956861,AGTRAP,NO
Q6RW13-2,0.052929679,0.29736371,AGTRAP,NO
Q6SJ93,0.010392409,0.945347464,FAM111B,NO
Q6SPF0,0.005365116,-0.723420636,SAMD1,NO
Q6UB35,0.021728431,-0.466234754,MTHFD1L,NO
Q6UB98,0.011922115,0.866860254,ANKRD12,NO
Q6UB99,0.025096813,-0.276240937,ANKRD11,NO
Q6UN15,0.158008002,0.068017823,FIP1L1,NO
Q6UVJ0,0.011846006,0.743224461,SASS6,NO
Q6UVK1,0.000332621,1.315596326,CSPG4,NO
Q6UW02,0.084100884,0.121762591,CYP20A1,NO
Q6UW56,0.010086226,-0.341488659,ATRAID,NO
Q6UW63,0.188482221,-0.066101928,POGLUT2,NO
Q6UW68,0.008685134,-1.149658421,TMEM205,NO
Q6UW78,0.013659199,-0.361255223,UQCC3,NO
Q6UWB1,0.011234394,-0.289010623,IL27RA,NO
Q6UWP7,0.280016458,0.08595119,LCLAT1,NO
Q6UWU4,0.015395417,-0.645810229,C6orf89,NO
Q6UWZ7,0.00134004,-0.8296115,ABRAXAS1,NO
Q6UX04,0.001961906,0.445169862,CWC27,NO
Q6UX07,0.011665384,-0.4995403,DHRS13,NO
Q6UX15,0.004016131,1.054077886,LAYN,NO
Q6UX53,0.002083634,0.47238956,METTL7B,NO
Q6UX71,0.001167505,-1.274467722,PLXDC2,NO
Q6UX98,0.035631516,-0.091262703,ZDHHC24,NO
Q6UXG2,0.002020991,-1.654739361,ELAPOR1,NO
Q6UXH1,0.023414628,-0.20321408,CRELD2,NO
Q6UXI9,0.023249994,-1.247379602,NPNT,NO
Q6UXN9,0.188088682,-0.037709245,WDR82,NO
Q6UXV4,0.002831681,-0.468847927,APOOL,NO
Q6V9R5,0.010349201,-0.652838499,ZNF562,NO
Q6VEQ5,0.005111714,0.389275201,WASH2P,NO
Q6VMQ6,0.006828074,-0.291531624,ATF7IP,NO
Q6VN20,0.21804302,-0.044723933,RANBP10,NO
Q6VY07,0.012047628,0.300999593,PACS1,NO
Q6WCQ1-2,0.009270284,1.177431309,MPRIP,NO
Q6WKZ4,0.000665739,-0.7228385,RAB11FIP1,NO
Q6XQN6,0.005841003,1.210495262,NAPRT,NO
Q6XUX3,0.008036192,-0.460287497,DSTYK,NO
Q6XZF7,0.002350453,0.877982786,DNMBP,NO
Q6Y1H2,0.013266734,-0.808798193,HACD2,NO
Q6Y7W6,0.164773851,0.071248589,GIGYF2,NO
Q6YHK3,0.00194214,1.42752612,CD109,NO
Q6YHU6,0.000394781,0.396456811,THADA,NO
Q6YI46,0.004099021,-1.910138081,TMEM64,NO
Q6YN16,0.004898447,-0.493395724,HSDL2,NO
Q6YP21,0.083014055,0.131763784,KYAT3,NO
Q6ZMB5,0.312236177,0.084885184,TMEM184A,NO
Q6ZMG9,0.048081082,-0.198725105,CERS6,NO
Q6ZMI0,0.003103024,1.338322672,PPP1R21,NO
Q6ZMZ3,0.013444069,0.571744143,SYNE3,NO
Q6ZN06,0.009629539,-0.950141428,ZNF813,NO
Q6ZN50,0.004019781,0.243132514,OSBP2,NO
Q6ZN55,0.008181593,-0.812876949,ZNF574,NO
Q6ZNB6,0.000560926,0.591265829,NFXL1,NO
Q6ZNG2,0.009434573,-1.138637905,DBX2,NO
Q6ZNJ1,0.046821355,-0.401237296,NBEAL2,NO
Q6ZNW5,0.155647909,0.178668383,GDPGP1,NO
Q6ZQX7,0.011916918,1.274036881,LIAT1,NO
Q6ZRP7,0.002233115,0.424811789,QSOX2,NO
Q6ZRQ5,0.018686701,0.301202514,MMS22L,NO
Q6ZRS2,0.005190171,-0.337379742,SRCAP,NO
Q6ZS86,0.605771184,0.107288741,GK5,NO
Q6ZSJ8,0.00134004,0.564864976,C1orf122,NO
Q6ZT07,0.021430229,-0.390335431,TBC1D9,NO
Q6ZT12,0.704221665,0.021754994,UBR3,NO
Q6ZT21,0.021309819,-0.443041078,TMPPE,NO
Q6ZU65,0.015899181,-0.375172864,UBN2,NO
Q6ZU80-1,0.002506139,0.389877782,CEP128,NO
Q6ZUB1,0.028851984,-0.438214206,SPATA31E1,NO
Q6ZUT6,0.004196547,1.522492739,CCDC9B,NO
Q6ZV89,0.001651926,1.743109174,SH2D5,NO
Q6ZVH7,0.007472807,1.783795469,ESPNL,NO
Q6ZVM7,0.358773926,-0.044800613,TOM1L2,NO
Q6ZW49,0.001469729,-0.37859796,PAXIP1,NO
Q6ZWJ1,0.114640002,0.216766751,STXBP4,NO
Q6ZWT7,0.005640944,0.752703428,MBOAT2,NO
Q6ZXV5,0.098039436,-0.482938264,TMTC3,NO
Q6ZYL4,0.2148904,0.456747957,GTF2H5,NO
Q709C8,0.006527231,-0.255778394,VPS13C,NO
Q709F0,0.000626616,0.710938657,ACAD11,NO
Q70CQ2,0.013444069,0.309996478,USP34,NO
Q70CQ3,0.004419988,-0.564047993,USP30,NO
Q70E73,0.011936423,1.038058326,RAPH1,NO
Q70EL1,0.039778912,0.555794523,USP54,NO
Q70J99,0.000462013,0.763203168,UNC13D,NO
Q70UQ0,0.00442806,1.385256974,IKBIP,NO
Q70UQ0-4,0.001272049,1.554797151,IKBIP,NO
Q70Z53,0.301628101,0.055416481,FRA10AC1,NO
Q712K3,0.006924905,0.598286213,UBE2R2,NO
Q71DI3,0.016814763,-1.313597847,H3C15,NO
Q71F23,0.003520097,-0.443389562,CENPU,NO
Q71RC2,0.137151305,-0.030185139,LARP4,NO
Q71RG4,0.239993711,0.087375473,TMUB2,NO
Q71U36,0.021274029,0.338297448,TUBA1A,NO
Q71UI9-3,0.002314378,-0.594197186,H2AZ2,NO
Q71UM5,0.003319067,-0.904663942,RPS27L,NO
Q75N03,0.136671233,-0.129106214,CBLL1,NO
Q75QN2,0.031141265,-0.115727206,INTS8,NO
Q765P7,0.022508112,-1.033451767,MTSS2,NO
Q76FK4,0.007326314,-0.734194822,NOL8,NO
Q7KYR7,0.001346882,0.718691908,BTN2A1,NO
Q7KZ85,0.001089726,-0.489975432,SUPT6H,NO
Q7KZF4,0.000333879,-0.820896784,SND1,NO
Q7KZI7-16,0.17796297,-0.057949335,MARK2,NO
Q7KZN9,0.004616948,-1.052351721,COX15,NO
Q7L014,0.002380678,-0.592446598,DDX46,NO
Q7L0J3,0.005751327,0.597641769,SV2A,NO
Q7L0Y3,0.006082371,-0.85577458,TRMT10C,NO
Q7L1Q6,0.019648405,0.311729211,BZW1,NO
Q7L1T6,0.051796521,0.701144937,CYB5R4,NO
Q7L1V2,0.009591964,-0.560974294,MON1B,NO
Q7L1W4,0.089211683,0.129811097,LRRC8D,NO
Q7L266,0.007924381,0.962002196,ASRGL1,NO
Q7L273,0.039202881,0.486884611,KCTD9,NO
Q7L2E3-2,0.009443137,-0.35854384,DHX30,NO
Q7L2H7,0.007989481,0.616658167,EIF3M,NO
Q7L2J0,0.005111714,-0.762551546,MEPCE,NO
Q7L2Z9,0.009664853,-0.962100186,CENPQ,NO
Q7L311,0.002080035,0.765354982,ARMCX2,NO
Q7L3B6,0.002646898,0.29796842,CDC37L1,NO
Q7L3T8,0.00207797,-0.530697839,PARS2,NO
Q7L4I2,0.000250723,-0.396519158,RSRC2,NO
Q7L523,0.002160411,0.446186312,RRAGA,NO
Q7L576,0.035742396,0.109004805,CYFIP1,NO
Q7L590,0.028394546,-0.265210939,MCM10,NO
Q7L592,0.101482357,-0.132155208,NDUFAF7,NO
Q7L5D6,0.012047628,0.160083371,GET4,NO
Q7L5L3,0.003234482,-2.12227688,GDPD3,NO
Q7L5N7,0.006523569,-1.545941078,LPCAT2,NO
Q7L5Y1,0.001533934,-1.607787138,ENOSF1,NO
Q7L5Y9,0.500103442,0.074157792,MAEA,NO
Q7L775,0.013270162,-0.606718594,EPM2AIP1,NO
Q7L7L0,0.028031169,-1.047630528,H2AW,NO
Q7L7V1,0.00310292,-0.438868211,DHX32,NO
Q7L7X3,0.074101715,0.07230146,TAOK1,NO
Q7L8J4,0.001320985,0.678093708,SH3BP5L,NO
Q7L8L6,0.010567179,0.427996899,FASTKD5,NO
Q7L945,0.017080622,-1.092491884,ZNF627,NO
Q7L9L4,0.060928628,0.138375194,MOB1B,NO
Q7LBC6,0.016986236,-0.509178759,KDM3B,NO
Q7LBR1,0.003437344,0.67815039,CHMP1B,NO
Q7LFL8,0.10041766,-0.4826979,CXXC5,NO
Q7LG56,0.006775535,-1.917134125,RRM2B,NO
Q7LGA3,0.014731027,-0.368283631,HS2ST1,NO
Q7RTP6,0.007772737,0.586501236,MICAL3,NO
Q7RTV0,0.006304537,-0.390423081,PHF5A,NO
Q7Z2E3,0.002086341,0.238704074,APTX,NO
Q7Z2K6,0.006039417,-1.445785125,ERMP1,NO
Q7Z2K8,0.006191978,0.479429307,GPRIN1,NO
Q7Z2T5,0.004209765,-0.263931994,TRMT1L,NO
Q7Z2W4,0.002275882,0.387822272,ZC3HAV1,NO
Q7Z2W9,0.095528692,-0.149615841,MRPL21,NO
Q7Z2Y5,0.00076114,0.923614985,NRK,NO
Q7Z2Z1,0.206279969,0.156242678,TICRR,NO
Q7Z2Z2,0.019778947,0.324255152,EFL1,NO
Q7Z309,0.026577874,-0.839520622,PABIR2,NO
Q7Z333,0.001543601,-0.610439987,SETX,NO
Q7Z388,0.014557206,-0.707651584,DPY19L4,NO
Q7Z392,0.090128186,-0.125360266,TRAPPC11,NO
Q7Z3B3,0.003718967,0.467796554,KANSL1,NO
Q7Z3B4,0.467969106,0.032618279,NUP54,NO
Q7Z3C6,0.004513007,-0.171046398,ATG9A,NO
Q7Z3D6,0.002047832,1.127357461,DGLUCY,NO
Q7Z3E2,0.447889579,0.087740603,CCDC186,NO
Q7Z3K3,0.013488239,-0.35719009,POGZ,NO
Q7Z3T8,0.01369246,0.253174939,ZFYVE16,NO
Q7Z403,0.271649574,-0.118920372,TMC6,NO
Q7Z406-6,0.006265716,-1.501362075,MYH14,NO
Q7Z417,0.005129919,-0.19957834,NUFIP2,NO
Q7Z422,0.084996668,0.172819246,SZRD1,NO
Q7Z434,0.051796521,-0.071882995,MAVS,NO
Q7Z460-4,0.001710786,0.43166796,CLASP1,NO
Q7Z478,0.074097838,0.055052209,DHX29,NO
Q7Z4F1,0.05995285,-0.266727267,LRP10,NO
Q7Z4G1,0.118174146,0.142216178,COMMD6,NO
Q7Z4H3,0.184693888,-0.244419015,HDDC2,NO
Q7Z4H8,0.007772737,1.418860521,POGLUT3,NO
Q7Z4Q2,0.001385757,0.968136445,HEATR3,NO
Q7Z4R8,0.142501081,0.189855802,C6orf120,NO
Q7Z4S6,0.317611227,0.053340685,KIF21A,NO
Q7Z4V5,0.002550129,0.279841497,HDGFL2,NO
Q7Z4W1,0.000716425,-1.184018611,DCXR,NO
Q7Z589,0.015327949,-0.255222754,EMSY,NO
Q7Z5G4,0.001976204,0.445761704,GOLGA7,NO
Q7Z5J4,0.006268248,-0.861328688,RAI1,NO
Q7Z5K2,0.367354169,-0.016521284,WAPL,NO
Q7Z5L9,0.002814702,-0.395156212,IRF2BP2,NO
Q7Z628,0.070601642,-0.22235036,NET1,NO
Q7Z695,0.917779552,0.01166178,ADCK2,NO
Q7Z6B0,0.003424172,0.919214002,CCDC91,NO
Q7Z6B7,0.020914121,-0.495252173,SRGAP1,NO
Q7Z6E9,0.014495592,-0.319394776,RBBP6,NO
Q7Z6I8,0.917339262,0.008497755,C5orf24,NO
Q7Z6J0,0.000810842,0.985109886,SH3RF1,NO
Q7Z6J8,0.007254259,0.534787277,UBE3D,NO
Q7Z6K3,0.001936954,0.55221534,PTAR1,NO
Q7Z6K5-2,0.005764424,1.046149788,ARPIN,NO
Q7Z6M1,0.125151614,0.242852868,RABEPK,NO
Q7Z6M4,0.048471116,-0.297781577,MTERF4,NO
Q7Z6R9,0.014189528,-0.601858206,TFAP2D,NO
Q7Z6Z7,0.597177636,0.037616796,HUWE1,NO
Q7Z736,0.025184463,-0.381448305,PLEKHH3,NO
Q7Z7A3,0.007008483,0.50431958,CTU1,NO
Q7Z7C8,0.242343726,-0.117823468,TAF8,NO
Q7Z7E8,0.048457198,0.295201598,UBE2Q1,NO
Q7Z7F0,0.416340417,0.027721487,KHDC4,NO
Q7Z7F7,0.00480419,-0.454684703,MRPL55,NO
Q7Z7G8,0.842890022,0.039100193,VPS13B,NO
Q7Z7H5,0.006543415,-0.651292319,TMED4,NO
Q7Z7H8,0.014774345,-0.159016933,MRPL10,NO
Q7Z7K0,0.094277637,-0.311540316,CMC1,NO
Q7Z7K6-3,0.020071983,-0.439823784,CENPV,NO
Q7Z7L1,0.001912707,1.654529355,SLFN11,NO
Q7Z7L7,0.036382641,0.293761086,ZER1,NO
Q7Z7N9,0.009406739,0.414393048,TMEM179B,NO
Q86SF2,0.005362947,-1.351729327,GALNT7,NO
Q86SJ2,0.016408312,-0.586300761,AMIGO2,NO
Q86SK9,0.018183207,-0.761262934,SCD5,NO
Q86SQ0,9.64E-05,1.390479039,PHLDB2,YES
Q86SQ4,0.07550178,0.15447336,ADGRG6,NO
Q86SR1,0.211881674,-0.175958241,GALNT10,NO
Q86SX3,0.005034645,0.169103856,TEDC1,NO
Q86SX6,0.101671057,-0.248390795,GLRX5,NO
Q86SZ2,0.549998929,-0.036334025,TRAPPC6B,NO
Q86T03-2,0.005892565,0.442371681,PIP4P1,NO
Q86T24,0.173075437,-0.059857267,ZBTB33,NO
Q86TB9,0.001443996,0.837135599,PATL1,NO
Q86TI0,0.070282486,-0.378336724,TBC1D1,NO
Q86TI2,0.001827519,0.306591343,DPP9,NO
Q86TJ2,0.051796521,-0.254743091,TADA2B,NO
Q86TM6,0.007667708,-0.527783705,SYVN1,NO
Q86TN4,0.004305348,0.465984068,TRPT1,NO
Q86TP1,0.083298366,-0.601504805,PRUNE1,NO
Q86TS9,0.012419065,-0.595149091,MRPL52,NO
Q86TU7,0.078481149,-0.141920013,SETD3,NO
Q86TV6,0.607674364,-0.055066913,TTC7B,NO
Q86TW2,0.002516812,-0.800522567,ADCK1,NO
Q86TX2,0.008861753,-0.236912562,ACOT1,NO
Q86U06,0.000399063,-1.978221798,RBM23,NO
Q86U28,0.1472504,-0.11983635,ISCA2,NO
Q86U38,0.004955727,-0.321488431,NOP9,NO
Q86U42,0.019720806,-0.603842815,PABPN1,NO
Q86U44,0.547077977,-0.035550956,METTL3,NO
Q86U86,0.018142647,-0.422674861,PBRM1,NO
Q86U90,0.004332018,0.268769567,YRDC,NO
Q86UA1,0.716159954,0.021175044,PRPF39,NO
Q86UD0,0.045154114,-0.269744852,SAPCD2,NO
Q86UE4,0.002585144,-0.792892752,MTDH,NO
Q86UE8,0.006627806,-0.626403533,TLK2,NO
Q86UK7,0.007081942,0.681789479,ZNF598,NO
Q86UL3,0.050156625,-0.226601516,GPAT4,NO
Q86UP2,0.003749578,0.665241469,KTN1,NO
Q86US8,0.10969904,0.336474797,SMG6,NO
Q86UT6,0.105553894,-0.10381243,NLRX1,NO
Q86UU0,0.001676808,-0.595620553,BCL9L,NO
Q86UU1,0.004072129,0.636627744,PHLDB1,NO
Q86UV5,0.017983846,0.288470896,USP48,NO
Q86UX6,0.992698837,0.002192318,STK32C,NO
Q86UY6,0.374666122,0.092052052,NAA40,NO
Q86UY8,0.056839354,0.168193879,NT5DC3,NO
Q86UZ6,0.301774584,-0.254201949,ZBTB46,NO
Q86V15,0.008685134,-1.089520602,CASZ1,NO
Q86V21,0.023699973,-0.544678825,AACS,NO
Q86V48,0.003003666,1.036366323,LUZP1,NO
Q86V59,0.000575476,1.199833496,PNMA8A,NO
Q86V85,0.005943641,1.363475799,GPR180,NO
Q86V88,0.452606912,-0.098764161,MDP1,NO
Q86V97,0.015826568,-0.605600953,KBTBD6,NO
Q86VI3,0.5769437,0.027721897,IQGAP3,NO
Q86VN1,0.001812251,0.549261774,VPS36,NO
Q86VP1,0.02206649,-0.208352521,TAX1BP1,NO
Q86VP6,0.077522112,-0.267082657,CAND1,NO
Q86VR2,0.001092828,0.334313111,RETREG3,NO
Q86VS8,0.002129112,0.628877098,HOOK3,NO
Q86VU5,0.008475497,-0.369857293,COMTD1,NO
Q86VW0,0.020753585,-0.346708012,SESTD1,NO
Q86VX9,0.009818581,0.715635128,MON1A,NO
Q86VY4,0.00052556,0.364368385,TSPYL5,NO
Q86VY9,0.024952453,1.209586187,TMEM200A,NO
